Term 1	Term 2	Term 3	Frequency of Trigram	Frequency of Context	Conditional Probability of Trigram
Tampoco	jeje	#	1	1	1.0
$	Creo	q	1	10	0.1
Creo	q	no	1	1	1.0
q	no	es	1	1	1.0
no	es	mi	1	11	0.09090909090909091
es	mi	estilo	1	1	1.0
mi	estilo	#	1	1	1.0
$	🥶	#	1	1	1.0
$	Que	haces	1	49	0.02040816326530612
Que	haces	?	1	1	1.0
$	Que	fue	1	49	0.02040816326530612
Que	fue	#	1	1	1.0
$	Yo	he	1	32	0.03125
Yo	he	estado	1	1	1.0
he	estado	comiendo	1	6	0.16666666666666666
estado	comiendo	exactamente	1	1	1.0
comiendo	exactamente	lo	1	1	1.0
exactamente	lo	mismo	1	1	1.0
lo	mismo	por	1	1	1.0
mismo	por	los	1	1	1.0
por	los	últimos	1	2	0.5
los	últimos	12	1	1	1.0
últimos	12	días	1	1	1.0
12	días	jajaja	1	1	1.0
días	jajaja	#	1	1	1.0
$	Empiezo	a	1	1	1.0
Empiezo	a	sospechar	1	1	1.0
a	sospechar	que	1	1	1.0
sospechar	que	te	1	1	1.0
que	te	gusta	1	27	0.037037037037037035
gusta	la	pizza	1	2	0.5
la	pizza	#	1	1	1.0
$	Filete	de	1	1	1.0
Filete	de	res	1	1	1.0
de	res	,	1	1	1.0
res	,	frijoles	1	1	1.0
,	frijoles	,	1	2	0.5
frijoles	,	apio	1	1	1.0
,	apio	,	1	1	1.0
apio	,	tomate	1	1	1.0
,	tomate	y	1	1	1.0
tomate	y	espinacas	1	1	1.0
y	espinacas	#	1	1	1.0
$	Te	recomiendo	1	15	0.06666666666666667
Te	recomiendo	las	1	1	1.0
recomiendo	las	de	1	1	1.0
las	de	little	1	2	0.5
de	little	cesars	1	1	1.0
little	cesars	#	1	1	1.0
$	Sabor	a	1	1	1.0
Sabor	a	cartón	1	1	1.0
a	cartón	#	1	1	1.0
Pero	no	le	1	2	0.5
no	le	hago	1	7	0.14285714285714285
le	hago	el	1	1	1.0
hago	el	feo	1	1	1.0
el	feo	jaja	1	1	1.0
feo	jaja	#	1	1	1.0
$	Estoy	bajo	1	5	0.2
Estoy	bajo	régimen	1	1	1.0
bajo	régimen	alimenticio	1	1	1.0
régimen	alimenticio	#	1	1	1.0
$	Jeje	#	1	1	1.0
Cool	,	me	1	2	0.5
,	me	queda	1	24	0.041666666666666664
me	queda	rico	1	4	0.25
queda	rico	jaja	1	1	1.0
rico	jaja	#	1	1	1.0
Y	ya	estoy	1	2	0.5
ya	estoy	aprendiendo	1	2	0.5
estoy	aprendiendo	a	1	1	1.0
aprendiendo	a	preparar	1	1	1.0
a	preparar	todas	1	1	1.0
preparar	todas	mis	1	1	1.0
todas	mis	comidas	1	2	0.5
mis	comidas	súper	1	1	1.0
comidas	súper	rápido	1	1	1.0
súper	rápido	y	1	1	1.0
rápido	y	también	1	1	1.0
y	también	a	1	1	1.0
también	a	comer	1	1	1.0
a	comer	más	1	4	0.25
comer	más	rápido	1	1	1.0
más	rápido	#	1	1	1.0
$	Los	primeros	1	3	0.3333333333333333
Los	primeros	días	1	1	1.0
primeros	días	estaba	1	1	1.0
días	estaba	como	1	1	1.0
estaba	como	1hr	1	1	1.0
como	1hr	sentado	1	1	1.0
1hr	sentado	por	1	1	1.0
sentado	por	cada	1	1	1.0
por	cada	comida	1	1	1.0
cada	comida	jajaja	1	2	0.5
comida	jajaja	#	1	1	1.0
$	Yo	prácticamente	1	32	0.03125
Yo	prácticamente	comía	1	1	1.0
prácticamente	comía	3	1	1	1.0
comía	3	o	1	1	1.0
3	o	4	1	1	1.0
o	4	veces	1	1	1.0
4	veces	a	1	1	1.0
semana	en	la	1	3	0.3333333333333333
en	la	prepa	1	27	0.037037037037037035
$	Todo	bien	1	2	0.5
Todo	bien	también	1	1	1.0
bien	también	#	1	1	1.0
$	Si	jeje	1	14	0.07142857142857142
Si	jeje	#	1	1	1.0
$	El	6	1	10	0.1
El	6	#	1	1	1.0
$	Tranquilo	,	1	1	1.0
Tranquilo	,	estuvo	1	1	1.0
,	estuvo	chill	1	1	1.0
estuvo	chill	#	1	1	1.0
$	Mañana	ya	1	3	0.3333333333333333
Mañana	ya	regreso	1	1	1.0
ya	regreso	a	1	1	1.0
$	Me	gusta	1	31	0.03225806451612903
Me	gusta	tu	1	1	1.0
gusta	tu	pfp	1	1	1.0
tu	pfp	#	1	1	1.0
Tu	la	tomaste	1	2	0.5
la	tomaste	?	1	1	1.0
tomaste	?	#	1	1	1.0
$	Muy	bonita	1	6	0.16666666666666666
Muy	bonita	#	1	1	1.0
$	Buena	composición	1	1	1.0
Buena	composición	y	1	1	1.0
composición	y	encuadre	1	1	1.0
y	encuadre	#	1	1	1.0
Cómo	estás	,	1	7	0.14285714285714285
estás	,	Andrea	1	2	0.5
,	Andrea	?	1	4	0.25
$	Que	hizo	1	49	0.02040816326530612
Que	hizo	que	1	1	1.0
hizo	que	te	1	1	1.0
que	te	ausentaras	1	27	0.037037037037037035
te	ausentaras	?	1	1	1.0
ausentaras	?	#	1	1	1.0
$	Estuve	ayer	1	2	0.5
Estuve	ayer	y	1	1	1.0
ayer	y	antier	1	1	1.0
y	antier	por	1	1	1.0
antier	por	allá	1	1	1.0
por	allá	,	1	3	0.3333333333333333
allá	,	poniendo	1	1	1.0
,	poniendo	todo	1	1	1.0
poniendo	todo	en	1	1	1.0
todo	en	orden	1	1	1.0
en	orden	,	1	1	1.0
orden	,	pero	1	1	1.0
,	pero	me	1	33	0.030303030303030304
pero	me	regresé	1	3	0.3333333333333333
me	regresé	el	1	1	1.0
regresé	el	finde	1	1	1.0
el	finde	para	1	1	1.0
finde	para	pasarla	1	1	1.0
para	pasarla	con	1	1	1.0
$	El	domingo	1	10	0.1
El	domingo	de	1	1	1.0
domingo	de	regreso	1	1	1.0
de	regreso	y	1	1	1.0
regreso	y	a	1	1	1.0
y	a	empezar	1	4	0.25
a	empezar	el	1	2	0.5
empezar	el	semestre	1	1	1.0
Pero	seguro	lo	1	2	0.5
seguro	lo	vale	1	1	1.0
lo	vale	jajaja	1	2	0.5
vale	jajaja	#	1	1	1.0
$	La	pfp	1	10	0.1
La	pfp	es	1	1	1.0
pfp	es	con	1	1	1.0
es	con	tus	1	1	1.0
con	tus	compañeros	1	2	0.5
tus	compañeros	de	1	1	1.0
compañeros	de	campamento	1	1	1.0
de	campamento	?	1	1	1.0
$	que	así	1	86	0.011627906976744186
que	así	sea	1	3	0.3333333333333333
así	sea	#	1	1	1.0
Cuando	me	vas	1	2	0.5
me	vas	a	1	1	1.0
$	hey	,	1	11	0.09090909090909091
hey	,	estaría	1	1	1.0
,	estaría	cool	1	1	1.0
estaría	cool	#	1	1	1.0
$	Pero	tú	1	34	0.029411764705882353
Pero	tú	matas	1	1	1.0
tú	matas	las	1	1	1.0
matas	las	cucarachas	1	1	1.0
las	cucarachas	por	1	1	1.0
cucarachas	por	mi	1	1	1.0
por	mi	pls	1	3	0.3333333333333333
mi	pls	#	1	1	1.0
$	Un	cumpleaños	1	3	0.3333333333333333
Un	cumpleaños	?	1	1	1.0
$	Estoy	seguro	1	5	0.2
Estoy	seguro	de	1	1	1.0
seguro	de	que	1	1	1.0
de	que	sí	1	37	0.02702702702702703
$	Jajaja	,	1	13	0.07692307692307693
Jajaja	,	cool	1	1	1.0
,	cool	#	1	1	1.0
$	Salgan	tempra	1	1	1.0
Salgan	tempra	para	1	1	1.0
tempra	para	que	1	1	1.0
que	no	los	1	48	0.020833333333333332
no	los	agarre	1	3	0.3333333333333333
los	agarre	el	1	1	1.0
agarre	el	tráfico	1	1	1.0
el	tráfico	🤙	1	1	1.0
tráfico	🤙	🏻	1	1	1.0
$	Te	copié	1	15	0.06666666666666667
Te	copié	#	1	1	1.0
ver	qué	tal	1	4	0.25
qué	tal	me	1	7	0.14285714285714285
$	literal	eliminé	1	2	0.5
literal	eliminé	todas	1	1	1.0
eliminé	todas	las	1	1	1.0
todas	las	cuentas	1	3	0.3333333333333333
las	cuentas	jajaja	1	1	1.0
cuentas	jajaja	#	1	1	1.0
vas	a	tener	1	14	0.07142857142857142
a	tener	que	1	1	1.0
tener	que	informarme	1	1	1.0
que	informarme	si	1	1	1.0
informarme	si	pasa	1	1	1.0
si	pasa	algo	1	1	1.0
pasa	algo	interesante	1	1	1.0
$	Hola	#	1	1	1.0
$	yoyoyo	#	1	1	1.0
$	Ya	terminaste	1	30	0.03333333333333333
Ya	terminaste	los	1	1	1.0
terminaste	los	almendros	1	1	1.0
los	almendros	?	1	1	1.0
almendros	?	#	1	1	1.0
tal	te	está	1	6	0.16666666666666666
te	está	pareciendo	1	1	1.0
está	pareciendo	?	1	1	1.0
pareciendo	?	#	1	1	1.0
$	El	Hombre	1	10	0.1
El	Hombre	Rebelde	1	1	1.0
Hombre	Rebelde	#	1	1	1.0
$	Buen	adjetivo	1	2	0.5
Buen	adjetivo	#	1	1	1.0
$	El	verano	1	10	0.1
El	verano	,	1	1	1.0
verano	,	me	1	1	1.0
,	me	están	1	24	0.041666666666666664
me	están	dando	1	1	1.0
están	dando	ganas	1	1	1.0
dando	ganas	de	1	1	1.0
ganas	de	volverlo	1	7	0.14285714285714285
de	volverlo	a	1	1	1.0
volverlo	a	leer	1	1	1.0
a	leer	#	1	1	1.0
$	heyy	,	1	8	0.125
heyy	,	cómo	1	1	1.0
que	tal	sentiste	1	32	0.03125
tal	sentiste	tu	1	1	1.0
sentiste	tu	primer	1	1	1.0
tu	primer	día	1	2	0.5
primer	día	?	1	1	1.0
$	empezando	lo	1	1	1.0
empezando	lo	que	1	1	1.0
lo	que	parece	1	28	0.03571428571428571
que	parece	será	1	1	1.0
parece	será	una	1	1	1.0
será	una	semana	1	1	1.0
una	semana	pesada	1	5	0.2
semana	pesada	#	1	1	1.0
bueno	,	estás	1	12	0.08333333333333333
,	estás	emocionada	1	1	1.0
estás	emocionada	?	1	1	1.0
$	Ya	empiezo	1	30	0.03333333333333333
Ya	empiezo	a	1	1	1.0
empiezo	a	hacer	1	1	1.0
a	hacer	más	1	7	0.14285714285714285
hacer	más	prácticas	1	1	1.0
más	prácticas	,	1	1	1.0
prácticas	,	los	1	1	1.0
los	profes	están	1	5	0.2
profes	están	dejando	1	1	1.0
están	dejando	más	1	1	1.0
dejando	más	tareas	1	1	1.0
más	tareas	,	1	1	1.0
tareas	,	todas	1	1	1.0
,	todas	esas	1	1	1.0
todas	esas	cosas	1	2	0.5
esas	cosas	jaja	1	2	0.5
cosas	jaja	#	1	1	1.0
que	me	estoy	1	36	0.027777777777777776
me	estoy	acostumbrando	1	3	0.3333333333333333
estoy	acostumbrando	bien	1	1	1.0
acostumbrando	bien	a	1	1	1.0
bien	a	mi	1	1	1.0
a	mi	neuvo	1	26	0.038461538461538464
mi	neuvo	horario	1	1	1.0
neuvo	horario	#	1	1	1.0
$	Que	mala	1	49	0.02040816326530612
Que	mala	onda	1	1	1.0
mala	onda	q	1	3	0.3333333333333333
onda	q	te	1	1	1.0
q	te	acuerdes	1	3	0.3333333333333333
te	acuerdes	de	1	1	1.0
acuerdes	de	mi	1	1	1.0
de	mi	con	1	9	0.1111111111111111
mi	con	los	1	1	1.0
con	los	nopales	1	6	0.16666666666666666
los	nopales	😭	1	1	1.0
nopales	😭	#	1	1	1.0
$	Perdón	#	1	1	1.0
$	Invítame	un	1	1	1.0
Invítame	un	huevito	1	1	1.0
un	huevito	con	1	1	1.0
huevito	con	ejotes	1	1	1.0
con	ejotes	#	1	1	1.0
Ya	se	,	1	2	0.5
se	,	hacemos	1	1	1.0
,	hacemos	un	1	1	1.0
hacemos	un	plato	1	1	1.0
un	plato	de	1	1	1.0
plato	de	cada	1	1	1.0
de	cada	uno	1	1	1.0
cada	uno	,	1	1	1.0
uno	,	escoges	1	2	0.5
,	escoges	uno	1	1	1.0
escoges	uno	y	1	1	1.0
uno	y	vemos	1	1	1.0
y	vemos	si	1	1	1.0
vemos	si	nos	1	1	1.0
si	nos	tocó	1	1	1.0
nos	tocó	el	1	1	1.0
tocó	el	que	1	1	1.0
el	que	nos	1	3	0.3333333333333333
que	nos	gusta	1	2	0.5
nos	gusta	o	1	1	1.0
gusta	o	no	1	1	1.0
o	no	#	1	2	0.5
Se	ven	casi	1	2	0.5
ven	casi	igual	1	1	1.0
casi	igual	jaja	1	1	1.0
igual	jaja	#	1	1	1.0
$	Q	asiendo	1	6	0.16666666666666666
Q	asiendo	?	1	1	1.0
asiendo	?	#	1	1	1.0
$	Que	compraste	1	49	0.02040816326530612
Que	compraste	?	1	1	1.0
compraste	?	#	1	1	1.0
$	Si	#	1	14	0.07142857142857142
punto	de	entrar	1	5	0.2
de	entrar	a	1	1	1.0
entrar	a	mi	1	3	0.3333333333333333
a	mi	hora	1	26	0.038461538461538464
mi	hora	libre	1	1	1.0
hora	libre	jaja	1	1	1.0
libre	jaja	#	1	1	1.0
$	Apenas	#	1	2	0.5
$	If	it	1	1	1.0
If	it	hits	1	1	1.0
it	hits	me	1	2	0.5
hits	me	it	1	1	1.0
me	it	hits	1	1	1.0
it	hits	#	1	2	0.5
$	Ya	en	1	30	0.03333333333333333
Ya	en	SL	1	1	1.0
$	Cuando	partes	1	4	0.25
Cuando	partes	?	1	1	1.0
partes	?	#	1	1	1.0
$	Si	recuerdo	1	14	0.07142857142857142
Si	recuerdo	que	1	1	1.0
me	dijiste	hace	1	3	0.3333333333333333
dijiste	hace	poco	1	1	1.0
hace	poco	que	1	4	0.25
poco	que	se	1	1	1.0
que	se	enfermaron	1	16	0.0625
se	enfermaron	#	1	1	1.0
$	Ojalá	se	1	4	0.25
Ojalá	se	recuperen	1	1	1.0
se	recuperen	pronto	1	1	1.0
recuperen	pronto	#	1	1	1.0
$	Algo	bien	1	3	0.3333333333333333
Algo	bien	🥴	1	1	1.0
bien	🥴	#	1	1	1.0
es	que	estudias	1	28	0.03571428571428571
que	estudias	en	1	1	1.0
estudias	en	línea	1	1	1.0
Cómo	estás	Andrea	1	7	0.14285714285714285
estás	Andrea	?	1	1	1.0
$	Ahora	en	1	5	0.2
Ahora	en	dónde	1	1	1.0
en	dónde	?	1	1	1.0
dónde	?	#	1	1	1.0
$	Invitaaa	#	1	1	1.0
$	Estás	de	1	2	0.5
Estás	de	mesera	1	1	1.0
de	mesera	otra	1	1	1.0
mesera	otra	vez	1	1	1.0
otra	vez	?	1	2	0.5
$	Espantaban	?	1	1	1.0
Espantaban	?	?	1	1	1.0
$	Nunca	te	1	4	0.25
Nunca	te	tocó	1	1	1.0
te	tocó	?	1	1	1.0
tocó	?	#	1	1	1.0
no	me	habías	1	25	0.04
me	habías	contado	1	2	0.5
habías	contado	jajaja	1	1	1.0
contado	jajaja	#	1	1	1.0
$	Trabajas	fines	1	2	0.5
Trabajas	fines	de	1	1	1.0
fines	de	semana	1	1	1.0
$	Se	escucha	1	12	0.08333333333333333
Se	escucha	muy	1	1	1.0
escucha	muy	claro	1	1	1.0
muy	claro	#	1	1	1.0
Pero	si	buscamos	1	2	0.5
si	buscamos	la	1	1	1.0
buscamos	la	respuesta	1	1	1.0
la	respuesta	racional	1	1	1.0
respuesta	racional	si	1	1	1.0
racional	si	podría	1	1	1.0
si	podría	ser	1	1	1.0
podría	ser	un	1	2	0.5
ser	un	gato	1	2	0.5
un	gato	#	1	1	1.0
Pero	la	verdadera	1	3	0.3333333333333333
la	verdadera	incógnita	1	1	1.0
verdadera	incógnita	es	1	1	1.0
incógnita	es	,	1	1	1.0
es	,	pq	1	3	0.3333333333333333
,	pq	estabas	1	1	1.0
pq	estabas	grabando	1	1	1.0
estabas	grabando	tu	1	1	1.0
grabando	tu	peinado	1	1	1.0
tu	peinado	?	1	1	1.0
peinado	?	#	1	1	1.0
$	Ay	nooo	1	1	1.0
Ay	nooo	#	1	1	1.0
$	Les	borras	1	1	1.0
Les	borras	los	1	1	1.0
borras	los	vídeos	1	1	1.0
los	vídeos	#	1	1	1.0
Por	eso	no	1	2	0.5
eso	no	tienes	1	4	0.25
no	tienes	#	1	2	0.5
Pero	si	sueles	1	2	0.5
si	sueles	tomarte	1	1	1.0
sueles	tomarte	?	1	1	1.0
tomarte	?	#	1	1	1.0
Es	que	eres	1	9	0.1111111111111111
que	eres	fotogénica	1	1	1.0
eres	fotogénica	#	1	1	1.0
Cuando	me	vienes	1	2	0.5
me	vienes	a	1	1	1.0
vienes	a	visitar	1	1	1.0
$	Estaría	cool	1	1	1.0
Estaría	cool	#	1	1	1.0
Vamos	a	un	1	2	0.5
a	un	museo	1	2	0.5
un	museo	,	1	1	1.0
museo	,	o	1	1	1.0
,	o	a	1	4	0.25
o	a	la	1	2	0.5
a	la	cineteca	1	24	0.041666666666666664
la	cineteca	#	1	1	1.0
$	cuanta	seriedad	1	1	1.0
cuanta	seriedad	#	1	1	1.0
$	regálame	una	1	1	1.0
regálame	una	botella	1	1	1.0
una	botella	de	1	1	1.0
botella	de	esas	1	1	1.0
de	esas	🤙	1	1	1.0
esas	🤙	🏻	1	1	1.0
$	te	ha	1	22	0.045454545454545456
te	ha	llegado	1	1	1.0
ha	llegado	a	1	1	1.0
llegado	a	tocar	1	1	1.0
a	tocar	poner	1	2	0.5
tocar	poner	música	1	1	1.0
poner	música	a	1	1	1.0
música	a	ti	1	1	1.0
$	que	solías	1	86	0.011627906976744186
que	solías	poner	1	2	0.5
solías	poner	?	1	1	1.0
poner	?	#	1	1	1.0
$	ponías	yellow	1	1	1.0
ponías	yellow	days	1	1	1.0
yellow	days	?	1	1	1.0
days	?	#	1	1	1.0
$	cuando	te	1	12	0.08333333333333333
cuando	te	den	1	2	0.5
te	den	el	1	1	1.0
den	el	aux	1	1	1.0
el	aux	en	1	1	1.0
aux	en	Nido	1	1	1.0
en	Nido	Bohemio	1	1	1.0
Nido	Bohemio	,	1	1	1.0
Bohemio	,	que	1	1	1.0
,	que	es	1	18	0.05555555555555555
es	lo	primero	1	6	0.16666666666666666
lo	primero	que	1	2	0.5
primero	que	pondrás	1	1	1.0
que	pondrás	?	1	1	1.0
pondrás	?	#	1	1	1.0
mi	me	ofrecían	1	11	0.09090909090909091
me	ofrecían	el	1	1	1.0
ofrecían	el	auxiliar	1	1	1.0
el	auxiliar	los	1	1	1.0
auxiliar	los	señores	1	1	1.0
los	señores	de	1	1	1.0
señores	de	las	1	1	1.0
de	las	combis	1	11	0.09090909090909091
las	combis	del	1	1	1.0
combis	del	cecyt	1	1	1.0
del	cecyt	cuando	1	5	0.2
cecyt	cuando	me	1	1	1.0
cuando	me	iba	1	2	0.5
me	iba	en	1	3	0.3333333333333333
iba	en	los	1	2	0.5
en	los	asientos	1	5	0.2
los	asientos	de	1	1	1.0
asientos	de	enfrente	1	1	1.0
de	enfrente	pero	1	1	1.0
enfrente	pero	siempre	1	1	1.0
pero	siempre	lo	1	1	1.0
siempre	lo	rechazaba	1	1	1.0
lo	rechazaba	jajaja	1	1	1.0
rechazaba	jajaja	#	1	1	1.0
$	no	traía	1	89	0.011235955056179775
no	traía	sonidero	1	1	1.0
traía	sonidero	descargado	1	1	1.0
sonidero	descargado	#	1	1	1.0
$	no	encuentro	1	89	0.011235955056179775
no	encuentro	nada	1	1	1.0
encuentro	nada	en	1	1	1.0
nada	en	deezer	1	2	0.5
en	deezer	#	1	1	1.0
$	aaaa	#	1	1	1.0
$	me	faltó	1	58	0.017241379310344827
me	faltó	una	1	1	1.0
faltó	una	z	1	1	1.0
una	z	#	1	1	1.0
está	bastante	upbeat	1	2	0.5
bastante	upbeat	#	1	1	1.0
vas	a	poner	1	14	0.07142857142857142
a	poner	de	1	4	0.25
poner	de	buenas	1	1	1.0
de	buenas	a	1	1	1.0
buenas	a	los	1	1	1.0
a	los	comensales	1	10	0.1
los	comensales	#	1	1	1.0
que	te	tocaba	1	27	0.037037037037037035
te	tocaba	?	1	1	1.0
tocaba	?	#	1	1	1.0
$	jajajaa	nooo	1	1	1.0
jajajaa	nooo	#	1	1	1.0
$	será	que	1	1	1.0
será	que	es	1	1	1.0
es	muy	temprano	1	7	0.14285714285714285
muy	temprano	?	1	3	0.3333333333333333
temprano	?	#	1	1	1.0
$	y	te	1	50	0.02
y	te	hace	1	4	0.25
te	hace	sentir	1	1	1.0
hace	sentir	rara	1	1	1.0
sentir	rara	no	1	1	1.0
rara	no	estar	1	1	1.0
no	estar	haciendo	1	1	1.0
estar	haciendo	nada	1	1	1.0
haciendo	nada	en	1	1	1.0
nada	en	el	1	2	0.5
en	el	trabajo	1	29	0.034482758620689655
el	trabajo	?	1	1	1.0
trabajo	?	#	1	1	1.0
$	en	222	1	25	0.04
en	222	estabas	1	1	1.0
222	estabas	ocupada	1	1	1.0
estabas	ocupada	todo	1	1	1.0
ocupada	todo	el	1	1	1.0
todo	el	rato	1	6	0.16666666666666666
el	rato	,	1	1	1.0
rato	,	me	1	1	1.0
,	me	imagino	1	24	0.041666666666666664
$	nose	,	1	6	0.16666666666666666
nose	,	jamás	1	1	1.0
,	jamás	he	1	1	1.0
jamás	he	trabajado	1	1	1.0
he	trabajado	así	1	1	1.0
trabajado	así	,	1	1	1.0
así	,	quiero	1	1	1.0
,	quiero	decir	1	1	1.0
quiero	decir	,	1	2	0.5
decir	,	de	1	1	1.0
,	de	presentarme	1	8	0.125
de	presentarme	diario	1	1	1.0
presentarme	diario	y	1	1	1.0
diario	y	todo	1	1	1.0
y	todo	eso	1	3	0.3333333333333333
todo	eso	jajaja	1	1	1.0
eso	jajaja	#	1	1	1.0
sé	como	reaccionaría	1	2	0.5
como	reaccionaría	yo	1	1	1.0
reaccionaría	yo	#	1	1	1.0
$	sí	era	1	22	0.045454545454545456
sí	era	ese	1	2	0.5
era	ese	que	1	1	1.0
ese	que	me	1	1	1.0
que	me	encontré	1	36	0.027777777777777776
me	encontré	la	1	1	1.0
encontré	la	otra	1	1	1.0
la	otra	vez	1	2	0.5
otra	vez	,	1	2	0.5
vez	,	junto	1	1	1.0
,	junto	a	1	1	1.0
junto	a	plaza	1	1	1.0
a	plaza	juarez	1	1	1.0
plaza	juarez	?	1	1	1.0
juarez	?	#	1	1	1.0
$	piensa	q	1	1	1.0
piensa	q	le	1	1	1.0
q	le	quieres	1	1	1.0
le	quieres	bajar	1	1	1.0
quieres	bajar	el	1	1	1.0
bajar	el	jale	1	1	1.0
el	jale	#	1	1	1.0
$	dile	a	1	1	1.0
dile	a	ella	1	1	1.0
a	ella	#	1	2	0.5
$	q	te	1	6	0.16666666666666666
q	te	dijo	1	3	0.3333333333333333
te	dijo	?	1	1	1.0
dijo	?	#	1	1	1.0
$	y	q	1	50	0.02
y	q	te	1	1	1.0
q	te	hizo	1	3	0.3333333333333333
te	hizo	decidir	1	1	1.0
hizo	decidir	volver	1	1	1.0
decidir	volver	a	1	1	1.0
volver	a	meterte	1	3	0.3333333333333333
a	meterte	a	1	1	1.0
meterte	a	trabajar	1	1	1.0
a	trabajar	?	1	1	1.0
$	no	recuerdo	1	89	0.011235955056179775
no	recuerdo	que	1	2	0.5
recuerdo	que	cuando	1	5	0.2
que	cuando	nos	1	4	0.25
cuando	nos	vimos	1	1	1.0
nos	vimos	me	1	1	1.0
vimos	me	contarás	1	1	1.0
me	contarás	que	1	1	1.0
contarás	que	estaba	1	1	1.0
estaba	en	tus	1	2	0.5
en	tus	planes	1	2	0.5
tus	planes	#	1	1	1.0
muy	bien	:)	1	12	0.08333333333333333
bien	:)	#	1	1	1.0
ver	que	te	1	5	0.2
te	hacen	en	1	2	0.5
hacen	en	tu	1	1	1.0
en	tu	cumple	1	9	0.1111111111111111
tu	cumple	en	1	1	1.0
cumple	en	este	1	2	0.5
en	este	nuevo	1	1	1.0
este	nuevo	trabajo	1	1	1.0
nuevo	trabajo	jajaja	1	1	1.0
trabajo	jajaja	#	1	1	1.0
$	jajajajajjaa	#	1	1	1.0
$	aww	#	1	1	1.0
$	video	video	1	1	1.0
video	video	video	1	2	0.5
video	video	#	1	2	0.5
$	bonito	#	1	1	1.0
se	ve	bonito	1	10	0.1
bonito	el	lugar	1	2	0.5
el	lugar	:)	1	3	0.3333333333333333
lugar	:)	#	1	1	1.0
$	ahora	sí	1	6	0.16666666666666666
ahora	sí	te	1	3	0.3333333333333333
sí	te	prometo	1	2	0.5
te	prometo	ir	1	1	1.0
prometo	ir	a	1	1	1.0
ir	a	visitarte	1	2	0.5
a	visitarte	un	1	1	1.0
visitarte	un	sábado	1	1	1.0
un	sábado	#	1	1	1.0
$	no	alcanzas	1	89	0.011235955056179775
no	alcanzas	o	1	1	1.0
alcanzas	o	q	1	1	1.0
o	q	onda	1	1	1.0
q	onda	?	1	1	1.0
$	concui	#	1	1	1.0
$	se	ven	1	32	0.03125
se	ven	algo	1	3	0.3333333333333333
ven	algo	bien	1	1	1.0
pero	en	verdad	1	4	0.25
en	verdad	era	1	2	0.5
verdad	era	necesario	1	1	1.0
era	necesario	que	1	1	1.0
necesario	que	te	1	1	1.0
que	te	tomaras	1	27	0.037037037037037035
te	tomaras	todas	1	1	1.0
tomaras	todas	esas	1	1	1.0
todas	esas	cervezas	1	2	0.5
esas	cervezas	?	1	1	1.0
cervezas	?	#	1	1	1.0
$	🧐	🧐	1	2	0.5
🧐	🧐	#	1	1	1.0
$	jajaja	nvmd	1	15	0.06666666666666667
jajaja	nvmd	#	1	1	1.0
$	solo	micheladas	1	9	0.1111111111111111
solo	micheladas	,	1	1	1.0
micheladas	,	o	1	1	1.0
,	o	eran	1	4	0.25
o	eran	cheladas	1	2	0.5
eran	cheladas	?	1	1	1.0
cheladas	?	#	1	1	1.0
$	q	lo	1	6	0.16666666666666666
q	lo	olvides	1	1	1.0
lo	olvides	#	1	1	1.0
$	Chica	q	1	1	1.0
Chica	q	dices	1	1	1.0
q	dices	?	1	1	1.0
dices	?	#	1	1	1.0
Tu	la	pusiste	1	2	0.5
la	pusiste	?	1	1	1.0
pusiste	?	#	1	1	1.0
$	Aún	#	1	3	0.3333333333333333
$	Pq	tan	1	1	1.0
Pq	tan	enojada	1	1	1.0
tan	enojada	?	1	1	1.0
enojada	?	#	1	1	1.0
$	ahora	estás	1	6	0.16666666666666666
ahora	estás	feliz	1	1	1.0
estás	feliz	#	1	1	1.0
$	Me	alegra	1	31	0.03225806451612903
Me	alegra	escuchar	1	1	1.0
alegra	escuchar	eso	1	1	1.0
escuchar	eso	#	1	1	1.0
$	Yo	sigo	1	32	0.03125
Yo	sigo	de	1	1	1.0
sigo	de	paro	1	1	1.0
de	paro	🤙	1	1	1.0
paro	🤙	🏻	1	1	1.0
$	Apenas	ayer	1	2	0.5
Apenas	ayer	se	1	1	1.0
ayer	se	hizo	1	1	1.0
se	hizo	indefinido	1	1	1.0
hizo	indefinido	,	1	1	1.0
indefinido	,	hubieron	1	1	1.0
,	hubieron	votaciones	1	1	1.0
hubieron	votaciones	y	1	1	1.0
votaciones	y	todo	1	1	1.0
y	todo	#	1	3	0.3333333333333333
$	Sheeesh	#	1	1	1.0
$	Manda	foto	1	1	1.0
Manda	foto	#	1	1	1.0
$	Nicee	#	1	1	1.0
$	Sismo	de	1	1	1.0
Sismo	de	a	1	1	1.0
de	a	chill	1	7	0.14285714285714285
a	chill	#	1	1	1.0
$	Tembló	#	1	1	1.0
$	Cdmx	#	1	1	1.0
$	Acá	ando	1	1	1.0
Acá	ando	jajaja	1	1	1.0
ando	jajaja	#	1	1	1.0
$	Me	estaba	1	31	0.03225806451612903
Me	estaba	lavando	1	1	1.0
estaba	lavando	los	1	1	1.0
lavando	los	dientes	1	1	1.0
los	dientes	#	1	1	1.0
$	Y	de	1	26	0.038461538461538464
Y	de	repente	1	1	1.0
de	repente	mi	1	2	0.5
repente	mi	roomie	1	1	1.0
mi	roomie	me	1	1	1.0
roomie	me	dice	1	1	1.0
me	dice	""""	1	2	0.5
