Term 1	Term 2	Frequency of Bigram	Frequency of context	Conditional Probability of Bigram
tabla	de	1	4	0.25
de	estado	1	157	0.006369426751592357
estado	del	1	1	1.0
del	arte	1	26	0.038461538461538464
arte	ni	1	1	1.0
ni	con	1	13	0.07692307692307693
la	Fuente	1	108	0.009259259259259259
Fuente	que	1	1	1.0
bien	cagado	1	25	0.04
cagado	como	1	2	0.5
como	te	1	25	0.04
te	convences	1	74	0.013513513513513514
convences	a	1	1	1.0
ti	mismo	1	3	0.3333333333333333
mismo	de	1	5	0.2
sí	haces	1	16	0.0625
haces	algo	1	2	0.5
mi	punto	1	25	0.04
de	vista	1	157	0.006369426751592357
vista	,	1	1	1.0
,	tu	1	76	0.013157894736842105
tu	realidad	1	25	0.04
realidad	#	1	2	0.5
$	tristísimo	1	1206	0.0008291873963515755
tristísimo	#	1	1	1.0
$	somos	1	1206	0.0008291873963515755
somos	el	1	1	1.0
el	equipo	1	127	0.007874015748031496
equipo	8	1	3	0.3333333333333333
nos	tocó	1	17	0.058823529411764705
tocó	el	1	2	0.5
el	miercoles	1	127	0.007874015748031496
miercoles	#	1	1	1.0
pero	otra	1	44	0.022727272727272728
otra	ves	1	6	0.16666666666666666
ves	insistió	1	4	0.25
insistió	mucho	1	1	1.0
mucho	en	1	3	0.3333333333333333
en	que	1	76	0.013157894736842105
no	faltaramos	1	161	0.006211180124223602
faltaramos	el	1	1	1.0
del	gambino	1	26	0.038461538461538464
gambino	?	1	1	1.0
estoy	ocupado	1	10	0.1
ocupado	#	1	2	0.5
el	tuyo	1	127	0.007874015748031496
tuyo	esta	1	1	1.0
esta	mal	1	5	0.2
mal	o	1	11	0.09090909090909091
se	da	1	43	0.023255813953488372
da	cuenta	1	4	0.25
que	llegue	1	211	0.004739336492890996
llegue	a	1	1	1.0
mi	casa	1	25	0.04
casa	#	1	2	0.5
lo	mando	1	74	0.013513513513513514
mando	#	1	2	0.5
como	en	1	25	0.04
en	media	1	76	0.013157894736842105
media	hora	1	1	1.0
hora	?	1	6	0.16666666666666666
me	jodieron	1	61	0.01639344262295082
jodieron	#	1	1	1.0
$	haz	1	1206	0.0008291873963515755
haz	tu	1	1	1.0
tu	push	1	25	0.04
push	we	1	7	0.14285714285714285
moviste	a	1	2	0.5
a	eso	1	119	0.008403361344537815
eso	?	1	28	0.03571428571428571
veo	que	1	4	0.25
ya	estaba	1	73	0.0136986301369863
$	aquí	1	1206	0.0008291873963515755
aquí	te	1	2	0.5
te	referías	1	74	0.013513513513513514
referías	a	1	1	1.0
a	normalizer	1	119	0.008403361344537815
normalizer	,	1	1	1.0
$	aba	1	1206	0.0008291873963515755
aba	#	1	1	1.0
noche	queda	1	3	0.3333333333333333
$	buen	1	1206	0.0008291873963515755
buen	fin	1	1	1.0
fin	de	1	1	1.0
de	semana	1	157	0.006369426751592357
semana	compañero	1	5	0.2
compañero	🙂	1	4	0.25
🙂	‍	1	1	1.0
‍	↕	1	1	1.0
↕	️	1	1	1.0
️	#	1	1	1.0
ahí	si	1	11	0.09090909090909091
si	responde	1	64	0.015625
responde	la	1	1	1.0
la	marta	1	108	0.009259259259259259
rosa	o	1	2	0.5
el	cubano	1	127	0.007874015748031496
cubano	les	1	2	0.5
les	aviso	1	4	0.25
$	pregunta	1	1206	0.0008291873963515755
ya	hacía	1	73	0.0136986301369863
hacía	la	1	1	1.0
normalización	cuando	1	2	0.5
cuando	le	1	8	0.125
le	dabas	1	23	0.043478260869565216
dabas	a	1	1	1.0
a	verificar	1	119	0.008403361344537815
verificar	?	1	1	1.0
solo	integraste	1	16	0.0625
integraste	esa	1	1	1.0
esa	parte	1	9	0.1111111111111111
parte	del	1	3	0.3333333333333333
del	código	1	26	0.038461538461538464
código	pero	1	1	1.0
pero	nada	1	44	0.022727272727272728
nada	más	1	11	0.09090909090909091
a	bueno	1	119	0.008403361344537815
entonces	le	1	11	0.09090909090909091
le	rompí	1	23	0.043478260869565216
rompí	algo	1	1	1.0
ahorita	#	1	15	0.06666666666666667
$	queda	1	1206	0.0008291873963515755
apoco	sí	1	2	0.5
sí	muy	1	16	0.0625
muy	fuckboing	1	4	0.25
fuckboing	?	1	1	1.0
de	quedar	1	157	0.006369426751592357
quedar	#	1	2	0.5
le	adapté	1	23	0.043478260869565216
adapté	otras	1	1	1.0
cosas	para	1	6	0.16666666666666666
que	trabajara	1	211	0.004739336492890996
trabajara	con	1	1	1.0
formato	específico	1	3	0.3333333333333333
específico	de	1	1	1.0
de	test	1	157	0.006369426751592357
test	que	1	3	0.3333333333333333
nos	va	1	17	0.058823529411764705
a	dar	1	119	0.008403361344537815
dar	el	1	2	0.5
ocupa	iterar	1	3	0.3333333333333333
iterar	un	1	1	1.0
un	corpus	1	20	0.05
corpus	completo	1	3	0.3333333333333333
ahí	luego	1	11	0.09090909090909091
luego	le	1	4	0.25
le	mueves	1	23	0.043478260869565216
mueves	al	1	1	1.0
al	front	1	39	0.02564102564102564
front	,	1	5	0.2
,	quedó	1	76	0.013157894736842105
quedó	con	1	5	0.2
con	scroll	1	47	0.02127659574468085
scroll	la	1	1	1.0
ya	el	1	73	0.0136986301369863
hizo	un	1	5	0.2
un	push	1	20	0.05
push	#	1	7	0.14285714285714285
para	vectorizar	1	38	0.02631578947368421
vectorizar	test	1	1	1.0
test	,	1	3	0.3333333333333333
,	ahorita	1	76	0.013157894736842105
ahorita	lo	1	15	0.06666666666666667
lo	checo	1	74	0.013513513513513514
visto	que	1	2	0.5
que	hizo	1	211	0.004739336492890996
hizo	ada	1	5	0.2
pero	eso	1	44	0.022727272727272728
eso	hay	1	28	0.03571428571428571
que	conectarlo	1	211	0.004739336492890996
conectarlo	a	1	1	1.0
normalización	del	1	2	0.5
del	test	1	26	0.038461538461538464
test	#	1	3	0.3333333333333333
y	luego	1	65	0.015384615384615385
luego	ya	1	4	0.25
ya	similitud	1	73	0.0136986301369863
similitud	coseno	1	1	1.0
coseno	y	1	1	1.0
y	mostrar	1	65	0.015384615384615385
mostrar	resultados	1	1	1.0
resultados	#	1	1	1.0
ada	estaba	1	10	0.1
$	mal	1	1206	0.0008291873963515755
corrigiendo	#	1	2	0.5
quede	el	1	3	0.3333333333333333
push	te	1	7	0.14285714285714285
pero	ese	1	44	0.022727272727272728
ese	no	1	11	0.09090909090909091
el	problema	1	127	0.007874015748031496
problema	#	1	2	0.5
una	lista	1	19	0.05263157894736842
lista	parecida	1	4	0.25
parecida	a	1	1	1.0
del	pdf	1	26	0.038461538461538464
pdf	#	1	2	0.5
,	mejor	1	76	0.013157894736842105
mejor	ahorita	1	8	0.125
ahorita	en	1	15	0.06666666666666667
en	un	1	76	0.013157894736842105
te	marco	1	74	0.013513513513513514
marco	pq	1	2	0.5
pq	está	1	15	0.06666666666666667
está	complicado	1	21	0.047619047619047616
complicado	#	1	1	1.0
bien	?	1	25	0.04
mañana	te	1	14	0.07142857142857142
te	hecho	1	74	0.013513513513513514
hecho	el	1	5	0.2
el	fonazo	1	127	0.007874015748031496
fonazo	#	1	1	1.0
me	dijeron	1	61	0.01639344262295082
dijeron	que	1	1	1.0
fuiste	como	1	5	0.2
como	8:30	1	25	0.04
fuiste	ya	1	5	0.2
ya	ye	1	73	0.0136986301369863
ye	fuiste	1	3	0.3333333333333333
fuiste	we	1	5	0.2
hoy	no	1	8	0.125
que	faltes	1	211	0.004739336492890996
faltes	#	1	1	1.0
$	pensejo	1	1206	0.0008291873963515755
pensejo	eso	1	1	1.0
es	falso	1	64	0.015625
q	hiciste	1	17	0.058823529411764705
hiciste	?	1	9	0.1111111111111111
yo	la	1	29	0.034482758620689655
la	llevo	1	108	0.009259259259259259
llevo	el	1	1	1.0
el	siguiente	1	127	0.007874015748031496
siguiente	y	1	2	0.5
me	van	1	61	0.01639344262295082
van	a	1	2	0.5
pasar	todo	1	6	0.16666666666666666
$	sacaste	1	1206	0.0008291873963515755
sacaste	7.5	1	1	1.0
7.5	we	1	1	1.0
te	alucines	1	74	0.013513513513513514
alucines	pai	1	1	1.0
pai	#	1	1	1.0
$	manda	1	1206	0.0008291873963515755
manda	mensaje	1	2	0.5
mensaje	en	1	3	0.3333333333333333
grupo	#	1	2	0.5
dile	#	1	2	0.5
en	qué	1	76	0.013157894736842105
qué	horario	1	3	0.3333333333333333
horario	estaría	1	2	0.5
estaría	libre	1	5	0.2
platicar	del	1	2	0.5
del	TT	1	26	0.038461538461538464
TT	#	1	1	1.0
$	fue	1	1206	0.0008291873963515755
el	braulio	1	127	0.007874015748031496
braulio	#	1	1	1.0
se	útil	1	43	0.023255813953488372
útil	#	1	1	1.0
dime	con	1	7	0.14285714285714285
con	quien	1	47	0.02127659574468085
quien	te	1	5	0.2
te	comparas	1	74	0.013513513513513514
comparas	y	1	1	1.0
diré	quien	1	2	0.5
quien	eres	1	5	0.2
eres	🤫	1	7	0.14285714285714285
🤫	#	1	1	1.0
pues	órale	1	26	0.038461538461538464
órale	#	1	1	1.0
me	cansé	1	61	0.01639344262295082
cansé	de	1	1	1.0
de	carrearte	1	157	0.006369426751592357
ahora	quédate	1	8	0.125
quédate	#	1	1	1.0
te	contestó	1	74	0.013513513513513514
contestó	nada	1	1	1.0
nada	el	1	11	0.09090909090909091
el	Edgardo	1	127	0.007874015748031496
Edgardo	?	1	1	1.0
$	answer	1	1206	0.0008291873963515755
answer	#	1	1	1.0
fuiste	?	1	5	0.2
amos	a	1	3	0.3333333333333333
a	buscarlo	1	119	0.008403361344537815
buscarlo	#	1	1	1.0
$	toca	1	1206	0.0008291873963515755
toca	carrearte	1	3	0.3333333333333333
también	entonces	1	8	0.125
se	me	1	43	0.023255813953488372
me	fue	1	61	0.01639344262295082
fue	we	1	4	0.25
$	iba	1	1206	0.0008291873963515755
iba	en	1	7	0.14285714285714285
el	pasillo	1	127	0.007874015748031496
pasillo	hacia	1	1	1.0
hacia	allá	1	1	1.0
allá	y	1	2	0.5
y	nomás	1	65	0.015384615384615385
nomás	lo	1	8	0.125
vi	salir	1	6	0.16666666666666666
salir	con	1	2	0.5
su	morrillo	1	6	0.16666666666666666
morrillo	#	1	1	1.0
$	ptm	1	1206	0.0008291873963515755
ptm	kkk	1	1	1.0
me	quedé	1	61	0.01639344262295082
quedé	a	1	1	1.0
lo	idiota	1	74	0.013513513513513514
no	tanto	1	161	0.006211180124223602
tanto	#	1	4	0.25
$	ponle	1	1206	0.0008291873963515755
ponle	#	1	1	1.0
que	muchas	1	211	0.004739336492890996
muchas	gracias	1	1	1.0
gracias	w	1	6	0.16666666666666666
w	#	1	1	1.0
que	conmigo	1	211	0.004739336492890996
conmigo	tienes	1	1	1.0
tienes	más	1	10	0.1
más	responsabilidades	1	16	0.0625
responsabilidades	we	1	1	1.0
,	aquí	1	76	0.013157894736842105
aquí	está	1	2	0.5
está	claro	1	21	0.047619047619047616
claro	#	1	1	1.0
soy	más	1	4	0.25
más	tu	1	16	0.0625
tu	patrona	1	25	0.04
patrona	que	1	1	1.0
tu	morra	1	25	0.04
$	hechos	1	1206	0.0008291873963515755
hechos	#	1	1	1.0
por	ahora	1	22	0.045454545454545456
ahora	#	1	8	0.125
ocupa	para	1	3	0.3333333333333333
para	el	1	38	0.02631578947368421
el	servicio	1	127	0.007874015748031496
servicio	?	1	1	1.0
$	edgarno	1	1206	0.0008291873963515755
edgarno	no	1	1	1.0
se	aparece	1	43	0.023255813953488372
aparece	#	1	1	1.0
que	inscribirnos	1	211	0.004739336492890996
inscribirnos	por	1	1	1.0
por	nuestros	1	22	0.045454545454545456
nuestros	huevos	1	2	0.5
huevos	#	1	2	0.5
$	imprímete	1	1206	0.0008291873963515755
imprímete	la	1	1	1.0
la	última	1	108	0.009259259259259259
última	página	1	2	0.5
$	guía	1	1206	0.0008291873963515755
guía	para	1	1	1.0
para	pendejines	1	38	0.02631578947368421
pendejines	(	1	1	1.0
(	yo	1	3	0.3333333333333333
yo	)	1	29	0.034482758620689655
)	#	1	2	0.5
,	mañana	1	76	0.013157894736842105
mañana	hay	1	14	0.07142857142857142
que	llevar	1	211	0.004739336492890996
llevar	a	1	3	0.3333333333333333
que	las	1	211	0.004739336492890996
las	fiermen	1	33	0.030303030303030304
fiermen	nuestros	1	1	1.0
nuestros	directores	1	2	0.5
directores	#	1	1	1.0
$	Margarita	1	1206	0.0008291873963515755
Margarita	me	1	1	1.0
me	dijo	1	61	0.01639344262295082
que	ahorita	1	211	0.004739336492890996
ahorita	como	1	15	0.06666666666666667
las	6	1	33	0.030303030303030304
6	nos	1	3	0.3333333333333333
nos	manda	1	17	0.058823529411764705
manda	las	1	2	0.5
las	correcciones	1	33	0.030303030303030304
correcciones	#	1	1	1.0
$	puto	1	1206	0.0008291873963515755
puto	niño	1	1	1.0
pendejo	me	1	9	0.1111111111111111
cae	en	1	2	0.5
verdad	#	1	10	0.1
mañana	a	1	14	0.07142857142857142
lo	topamos	1	74	0.013513513513513514
topamos	#	1	1	1.0
ya	mandé	1	73	0.0136986301369863
mandé	el	1	2	0.5
el	forms	1	127	0.007874015748031496
forms	de	1	1	1.0
de	mi	1	157	0.006369426751592357
mi	costancia	1	25	0.04
costancia	#	1	1	1.0
pues	un	1	26	0.038461538461538464
un	niño	1	20	0.05
pendejo	de	1	9	0.1111111111111111
los	stickers	1	27	0.037037037037037035
stickers	#	1	1	1.0
lo	parece	1	74	0.013513513513513514
$	debería	1	1206	0.0008291873963515755
mi	outlook	1	25	0.04
outlook	?	1	1	1.0
ahorita	lol	1	15	0.06666666666666667
y	efectivamente	1	65	0.015384615384615385
efectivamente	no	1	1	1.0
me	ha	1	61	0.01639344262295082
ha	llegado	1	4	0.25
llegado	kkkk	1	3	0.3333333333333333
$	mierda	1	1206	0.0008291873963515755
mierda	de	1	7	0.14285714285714285
de	burro	1	157	0.006369426751592357
burro	#	1	1	1.0
lo	digas	1	74	0.013513513513513514
$	we	1	1206	0.0008291873963515755
$	suena	1	1206	0.0008291873963515755
suena	bien	1	1	1.0
bien	cuelro	1	25	0.04
cuelro	si	1	1	1.0
lo	dices	1	74	0.013513513513513514
dices	así	1	5	0.2
hay	#	1	15	0.06666666666666667
$	chavito	1	1206	0.0008291873963515755
chavito	#	1	1	1.0
$	nadamás	1	1206	0.0008291873963515755
nadamás	porque	1	1	1.0
porque	lo	1	7	0.14285714285714285
pides	humildemente	1	2	0.5
humildemente	#	1	1	1.0
$	recuerda	1	1206	0.0008291873963515755
recuerda	imprimir	1	1	1.0
imprimir	#	1	1	1.0
$	😻	1	1206	0.0008291873963515755
😻	#	1	1	1.0
yeah	whatever	1	2	0.5
whatever	#	1	1	1.0
estás	bien	1	10	0.1
gato	#	1	2	0.5
de	score	1	157	0.006369426751592357
score	 	1	10	0.1
 	seer	1	5	0.2
me	dormí	1	61	0.01639344262295082
dormí	como	1	1	1.0
andaba	bien	1	2	0.5
bien	cansado	1	25	0.04
cansado	#	1	1	1.0
ahora	bien	1	8	0.125
gracias	#	1	6	0.16666666666666666
$	comprame	1	1206	0.0008291873963515755
comprame	bonles	1	1	1.0
si	en	1	64	0.015625
en	compras	1	76	0.013157894736842105
compras	bonles	1	1	1.0
$	249	1	1206	0.0008291873963515755
249	25	1	1	1.0
25	alitas	1	1	1.0
los	jueves	1	27	0.037037037037037035
$	alitas	1	1206	0.0008291873963515755
del	binsto	1	26	0.038461538461538464
binsto	#	1	1	1.0
ya	que	1	73	0.0136986301369863
me	des	1	61	0.01639344262295082
des	el	1	1	1.0
el	dinero	1	127	0.007874015748031496
dinero	me	1	1	1.0
las	como	1	33	0.030303030303030304
como	yo	1	25	0.04
$	desde	1	1206	0.0008291873963515755
desde	el	1	1	1.0
el	principio	1	127	0.007874015748031496
principio	que	1	2	0.5
te	estaba	1	74	0.013513513513513514
estaba	chingando	1	5	0.2
chingando	era	1	3	0.3333333333333333
las	compraras	1	33	0.030303030303030304
compraras	para	1	1	1.0
yo	me	1	29	0.034482758620689655
las	comiera	1	33	0.030303030303030304
comiera	#	1	1	1.0
$	básicamente	1	1206	0.0008291873963515755
básicamente	#	1	1	1.0
q	fue	1	17	0.058823529411764705
fue	?	1	4	0.25
$	resumen	1	1206	0.0008291873963515755
resumen	#	1	1	1.0
,	al	1	76	0.013157894736842105
rato	las	1	10	0.1
las	checo	1	33	0.030303030303030304
$	duda	1	1206	0.0008291873963515755
$	hermano	1	1206	0.0008291873963515755
es	literal	1	64	0.015625
literal	puro	1	1	1.0
puro	html	1	1	1.0
html	todavía	1	4	0.25
todavía	verdad	1	4	0.25
el	css	1	127	0.007874015748031496
css	que	1	1	1.0
que	metiste	1	211	0.004739336492890996
metiste	para	1	4	0.25
para	todos	1	38	0.02631578947368421
todos	#	1	6	0.16666666666666666
lo	menos	1	74	0.013513513513513514
menos	las	1	2	0.5
las	validaciones	1	33	0.030303030303030304
validaciones	con	1	1	1.0
con	JS	1	47	0.02127659574468085
JS	estaría	1	1	1.0
estaría	perfecto	1	5	0.2
perfecto	mi	1	2	0.5
de	lenguajes	1	157	0.006369426751592357
lenguajes	,	1	1	1.0
,	el	1	76	0.013157894736842105
el	predictor	1	127	0.007874015748031496
predictor	de	1	1	1.0
texto	y	1	4	0.25
texto	#	1	4	0.25
hizo	push	1	5	0.2
push	para	1	7	0.14285714285714285
API	del	1	7	0.14285714285714285
del	generador	1	26	0.038461538461538464
texto	,	1	4	0.25
he	revisado	1	6	0.16666666666666666
revisado	#	1	1	1.0
noche	hago	1	3	0.3333333333333333
hago	la	1	5	0.2
la	lógica	1	108	0.009259259259259259
lógica	de	1	1	1.0
de	última	1	157	0.006369426751592357
última	actividad	1	2	0.5
actividad	,	1	1	1.0
de	verificación	1	157	0.006369426751592357
verificación	de	1	1	1.0
de	autoría	1	157	0.006369426751592357
autoría	#	1	1	1.0
pues	ahorita	1	26	0.038461538461538464
ahorita	esas	1	15	0.06666666666666667
esas	madres	1	3	0.3333333333333333
madres	jalan	1	2	0.5
en	consola	1	76	0.013157894736842105
consola	#	1	2	0.5
$	sería	1	1206	0.0008291873963515755
sería	la	1	2	0.5
API	para	1	7	0.14285714285714285
para	conectar	1	38	0.02631578947368421
conectar	front	1	2	0.5
front	con	1	5	0.2
con	back	1	47	0.02127659574468085
no	ha	1	161	0.006211180124223602
ha	dicho	1	4	0.25
dicho	#	1	2	0.5
nos	revisó	1	17	0.058823529411764705
revisó	el	1	1	1.0
avance	hoy	1	2	0.5
y	pretty	1	65	0.015384615384615385
pretty	much	1	1	1.0
much	dijo	1	1	1.0
que	eramos	1	211	0.004739336492890996
eramos	la	1	1	1.0
como	todo	1	25	0.04
lo	he	1	74	0.013513513513513514
he	hecho	1	6	0.16666666666666666
hecho	yo	1	5	0.2
yo	,	1	29	0.034482758620689655
que	dijo	1	211	0.004739336492890996
dijo	más	1	9	0.1111111111111111
más	bien	1	16	0.0625
bien	es	1	25	0.04
yo	soy	1	29	0.034482758620689655
soy	la	1	4	0.25
$	ez	1	1206	0.0008291873963515755
ez	#	1	1	1.0
ser	como	1	8	0.125
como	vaya	1	25	0.04
vaya	a	1	1	1.0
ser	we	1	8	0.125
pero	digo	1	44	0.022727272727272728
si	hiciste	1	64	0.015625
hiciste	casi	1	9	0.1111111111111111
casi	nada	1	2	0.5
nada	,	1	11	0.09090909090909091
pues	para	1	26	0.038461538461538464
esperamos	?	1	3	0.3333333333333333
eso	digo	1	28	0.03571428571428571
digo	que	1	7	0.14285714285714285
que	ahí	1	211	0.004739336492890996
$	ganó	1	1206	0.0008291873963515755
ganó	mi	1	2	0.5
mi	Liverpool	1	25	0.04
Liverpool	,	1	1	1.0
,	tope	1	76	0.013157894736842105
tope	de	1	1	1.0
tabla	en	1	4	0.25
en	premier	1	76	0.013157894736842105
premier	y	1	1	1.0
y	champions	1	65	0.015384615384615385
champions	#	1	1	1.0
$	dully	1	1206	0.0008291873963515755
dully	noted	1	1	1.0
noted	#	1	1	1.0
$	ajajaja	1	1206	0.0008291873963515755
ajajaja	#	1	1	1.0
$	wey	1	1206	0.0008291873963515755
vas	3	1	7	0.14285714285714285
3	plantillas	1	6	0.16666666666666666
plantillas	html	1	1	1.0
html	#	1	4	0.25
para	motivarte	1	38	0.02631578947368421
motivarte	a	1	1	1.0
a	darle	1	119	0.008403361344537815
darle	a	1	1	1.0
ya	vi	1	73	0.0136986301369863
de	otra	1	157	0.006369426751592357
otra	forma	1	6	0.16666666666666666
forma	no	1	3	0.3333333333333333
no	entiendes	1	161	0.006211180124223602
entiendes	compañero	1	2	0.5
$	that's	1	1206	0.0008291873963515755
that's	fair	1	1	1.0
fair	enough	1	1	1.0
enough	#	1	1	1.0
tu	derecho	1	25	0.04
derecho	#	1	1	1.0
ya	este	1	73	0.0136986301369863
este	es	1	5	0.2
$	un	1	1206	0.0008291873963515755
un	ejercico	1	20	0.05
ejercico	de	1	1	1.0
de	autoevaluación	1	157	0.006369426751592357
autoevaluación	?	1	1	1.0
perdón	we	1	4	0.25
me	distraigo	1	61	0.01639344262295082
distraigo	con	1	1	1.0
mi	Andrea	1	25	0.04
Andrea	#	1	1	1.0
está	cagado	1	21	0.047619047619047616
cagado	,	1	2	0.5
,	sabes	1	76	0.013157894736842105
sabes	por	1	4	0.25
qué	le	1	3	0.3333333333333333
le	digo	1	23	0.043478260869565216
digo	así	1	7	0.14285714285714285
$	ooooo	1	1206	0.0008291873963515755
ooooo	#	1	1	1.0
pero	era	1	44	0.022727272727272728
era	sin	1	8	0.125
sin	arderse	1	8	0.125
arderse	we	1	1	1.0
$	8:30	1	1206	0.0008291873963515755
en	receso	1	76	0.013157894736842105
receso	?	1	1	1.0
$	ajajjajaja	1	1206	0.0008291873963515755
ajajjajaja	#	1	1	1.0
estás	pendejo	1	10	0.1
pendejo	hermano	1	9	0.1111111111111111
tu	chaqueta	1	25	0.04
chaqueta	mañanera	1	1	1.0
mañanera	acaso	1	1	1.0
acaso	?	1	2	0.5
que	real	1	211	0.004739336492890996
como	tu	1	25	0.04
tu	veas	1	25	0.04
veas	we	1	1	1.0
ni	el	1	13	0.07692307692307693
el	Gambino	1	127	0.007874015748031496
Gambino	ni	1	1	1.0
ni	yo	1	13	0.07692307692307693
te	extrañamos	1	74	0.013513513513513514
extrañamos	#	1	1	1.0
$	tampoco	1	1206	0.0008291873963515755
tampoco	me	1	2	0.5
urge	que	1	2	0.5
que	entiendes	1	211	0.004739336492890996
entiendes	la	1	2	0.5
la	práctica	1	108	0.009259259259259259
práctica	,	1	1	1.0
sea	lo	1	4	0.25
PLN	lo	1	2	0.5
ando	haciendo	1	12	0.08333333333333333
haciendo	yo	1	2	0.5
yo	se	1	29	0.034482758620689655
se	la	1	43	0.023255813953488372
la	presento	1	108	0.009259259259259259
presento	al	1	1	1.0
al	profe	1	39	0.02564102564102564
profe	y	1	4	0.25
y	él	1	65	0.015384615384615385
él	no	1	2	0.5
tiene	pedo	1	6	0.16666666666666666
ahí	dice	1	11	0.09090909090909091
dice	que	1	4	0.25
no	clarito	1	161	0.006211180124223602
clarito	compañero	1	1	1.0
todo	lol	1	15	0.06666666666666667
4	funciones	1	4	0.25
funciones	ya	1	3	0.3333333333333333
ya	jalan	1	73	0.0136986301369863
en	back	1	76	0.013157894736842105
solo	ando	1	16	0.0625
ando	ajustando	1	12	0.08333333333333333
ajustando	algo	1	1	1.0
algo	del	1	11	0.09090909090909091
del	último	1	26	0.038461538461538464
último	,	1	3	0.3333333333333333
,	calcular	1	76	0.013157894736842105
calcular	probabilidad	1	2	0.5
probabilidad	#	1	1	1.0
de	q	1	157	0.006369426751592357
los	modelos	1	27	0.037037037037037035
modelos	o	1	1	1.0
html	?	1	4	0.25
html	está	1	4	0.25
bien	el	1	25	0.04
el	diseño	1	127	0.007874015748031496
diseño	,	1	2	0.5
en	varias	1	76	0.013157894736842105
varias	va	1	3	0.3333333333333333
a	haer	1	119	0.008403361344537815
haer	falta	1	1	1.0
falta	que	1	14	0.07142857142857142
hagas	ajustes	1	2	0.5
ajustes	menores	1	1	1.0
menores	#	1	1	1.0
ya	los	1	73	0.0136986301369863
los	hiciste	1	27	0.037037037037037035
hiciste	,	1	9	0.1111111111111111
nomás	te	1	8	0.125
hagas	las	1	2	0.5
las	cosas	1	33	0.030303030303030304
cosas	bien	1	6	0.16666666666666666
único	#	1	3	0.3333333333333333
apoco	yo	1	2	0.5
que	cheques	1	211	0.004739336492890996
cheques	lo	1	1	1.0
yo	hago	1	29	0.034482758620689655
hago	?	1	5	0.2
porque	está	1	7	0.14285714285714285
solo	te	1	16	0.0625
pido	tantita	1	3	0.3333333333333333
tantita	reciprocidad	1	1	1.0
reciprocidad	hermano	1	1	1.0
ps	ya	1	9	0.1111111111111111
ya	cuando	1	73	0.0136986301369863
cuando	lo	1	8	0.125
lo	revise	1	74	0.013513513513513514
revise	te	1	1	1.0
diré	#	1	2	0.5
$	mientras	1	1206	0.0008291873963515755
mientras	tanto	1	1	1.0
tanto	me	1	4	0.25
me	concentro	1	61	0.01639344262295082
concentro	en	1	1	1.0
en	esto	1	76	0.013157894736842105
$	sitios	1	1206	0.0008291873963515755
sitios	?	1	1	1.0
$	páginas	1	1206	0.0008291873963515755
páginas	#	1	1	1.0
eso	estaría	1	28	0.03571428571428571
que	proactivo	1	211	0.004739336492890996
proactivo	estás	1	1	1.0
estás	hoy	1	10	0.1
hoy	mi	1	8	0.125
mi	hermano	1	25	0.04
$	listo	1	1206	0.0008291873963515755
listo	#	1	1	1.0
$	hice	1	1206	0.0008291873963515755
hice	bastantes	1	1	1.0
bastantes	pruebas	1	1	1.0
pruebas	y	1	1	1.0
anda	fino	1	3	0.3333333333333333
fino	todo	1	3	0.3333333333333333
la	metí	1	108	0.009259259259259259
metí	para	1	1	1.0
que	salía	1	211	0.004739336492890996
salía	#	1	1	1.0
como	el	1	25	0.04
mio	es	1	2	0.5
el	unico	1	127	0.007874015748031496
unico	chat	1	1	1.0
chat	con	1	2	0.5
una	morra	1	19	0.05263157894736842
pues	salió	1	26	0.038461538461538464
salió	el	1	2	0.5
mio	#	1	2	0.5
era	2020	1	8	0.125
2020	we	1	1	1.0
$	dame	1	1206	0.0008291873963515755
dame	chance	1	1	1.0
chance	#	1	1	1.0
pues	eso	1	26	0.038461538461538464
eso	ya	1	28	0.03571428571428571
es	chamba	1	64	0.015625
chamba	de	1	1	1.0
los	de	1	27	0.037037037037037035
de	front	1	157	0.006369426751592357
front	y	1	5	0.2
y	de	1	65	0.015384615384615385
api	we	1	3	0.3333333333333333
pues	porque	1	26	0.038461538461538464
porque	soñé	1	7	0.14285714285714285
soñé	con	1	1	1.0
con	ella	1	47	0.02127659574468085
ella	lol	1	1	1.0
andas	en	1	3	0.3333333333333333
tu	house	1	25	0.04
house	?	1	1	1.0
no	mi	1	161	0.006211180124223602
el	txt	1	127	0.007874015748031496
txt	#	1	1	1.0
pero	duda	1	44	0.022727272727272728
ada	tuvo	1	10	0.1
tuvo	que	1	1	1.0
que	modificar	1	211	0.004739336492890996
modificar	la	1	1	1.0
la	regex	1	108	0.009259259259259259
regex	para	1	3	0.3333333333333333
para	obtener	1	38	0.02631578947368421
obtener	los	1	1	1.0
los	mensajes	1	27	0.037037037037037035
mensajes	porque	1	1	1.0
porque	tiene	1	7	0.14285714285714285
tiene	android	1	6	0.16666666666666666
tu	cual	1	25	0.04
cual	usaste	1	3	0.3333333333333333
la	mia	1	108	0.009259259259259259
mia	o	1	1	1.0
o	la	1	26	0.038461538461538464
de	el	1	157	0.006369426751592357
el	?	1	127	0.007874015748031496
esq	el	1	6	0.16666666666666666
ada	no	1	10	0.1
tiene	para	1	6	0.16666666666666666
para	un	1	38	0.02631578947368421
un	iPhone	1	20	0.05
iPhone	we	1	1	1.0
,	nice	1	76	0.013157894736842105
entonces	nomás	1	11	0.09090909090909091
es	no	1	64	0.015625
